"Bcell"	"MCL"	"BtoMCL_logFC"	"BtoMCL_adj.P.Val"	"combo.name"
"3155"	"1"	"1"	"-0.019721554"	"9.910456e-02"	"3155"
"55907"	"1"	"1"	" 0.023166671"	"8.595986e-02"	"55907"
"2700"	"1"	"1"	"-0.013297040"	"6.250885e-02"	"2700"
"51534"	"1"	"1"	"-0.025089137"	"1.032388e-01"	"51534"
"90338"	"1"	"1"	"-0.017465967"	"6.541091e-02"	"90338"
"81502"	"1"	"1"	"-0.011866176"	"8.471026e-02"	"81502"
"6509"	"1"	"1"	"-0.063364461"	"9.564348e-02"	"6509"
"100506365"	"1"	"1"	"-0.039438096"	"9.757405e-02"	"100506365"
"92806"	"1"	"1"	"-0.030232575"	"7.608159e-02"	"92806"
"492311"	"1"	"1"	" 0.022812471"	"6.957836e-02"	"492311"
"5193"	"1"	"1"	"-0.026988826"	"7.306496e-02"	"5193"
"56606"	"1"	"1"	" 0.013075010"	"7.606277e-02"	"56606"
"128077"	"1"	"1"	"-0.028463697"	"9.320061e-02"	"128077"
"3746"	"1"	"1"	" 0.011214206"	"5.825932e-02"	"3746"
"55734"	"1"	"1"	" 0.011578735"	"8.328374e-02"	"55734"
"185"	"1"	"1"	" 0.015520986"	"6.021206e-02"	"185"
"10781"	"1"	"1"	" 0.048241356"	"1.055857e-01"	"10781"
"1459"	"1"	"1"	"-0.035857067"	"9.099232e-02"	"1459"
"202299"	"1"	"1"	"-0.014022816"	"6.311515e-02"	"202299"
"126792"	"1"	"1"	"-0.019292642"	"9.351061e-02"	"126792"
"51780"	"1"	"1"	"-0.019528840"	"1.107175e-01"	"51780"
"1499"	"1"	"1"	" 0.033639783"	"9.724186e-02"	"1499"
"5295"	"1"	"1"	"-0.031115498"	"9.798886e-02"	"5295"
"83473"	"1"	"1"	" 0.016227262"	"6.938827e-02"	"83473"
"23383"	"1"	"1"	" 0.016273500"	"9.294801e-02"	"23383"
"7088"	"1"	"1"	" 0.048559969"	"9.615179e-02"	"7088"
"55784"	"1"	"1"	"-0.035832086"	"8.669763e-02"	"55784"
"8153"	"1"	"1"	" 0.009300789"	"6.384997e-02"	"8153"
"9442"	"1"	"1"	" 0.016174722"	"9.685124e-02"	"9442"
"7570"	"1"	"1"	"-0.020928942"	"1.018943e-01"	"7570"
"4160"	"1"	"1"	"-0.011901195"	"6.386552e-02"	"4160"
"55743"	"1"	"1"	"-0.023784992"	"1.041632e-01"	"55743"
"257"	"1"	"1"	" 0.027106017"	"6.097518e-02"	"257"
"112950"	"1"	"1"	" 0.014901983"	"8.960034e-02"	"112950"
"9784"	"1"	"1"	"-0.020156521"	"1.218201e-01"	"9784"
"65117"	"1"	"1"	" 0.022580930"	"1.081454e-01"	"65117"
"100507246"	"1"	"1"	"-0.035906642"	"1.050144e-01"	"100507246"
"79753"	"1"	"1"	" 0.014968507"	"7.083963e-02"	"79753"
"26261"	"1"	"1"	" 0.009196537"	"6.325066e-02"	"26261"
"4599"	"1"	"1"	"-0.076036570"	"1.112560e-01"	"4599"
"55316"	"1"	"1"	" 0.021168169"	"9.903552e-02"	"55316"
"60493"	"1"	"1"	"-0.023168207"	"9.323092e-02"	"60493"
"9922"	"1"	"1"	" 0.041447622"	"1.052003e-01"	"9922"
"84466"	"1"	"1"	" 0.012077311"	"6.004275e-02"	"84466"
"151306"	"1"	"1"	" 0.011030952"	"8.552068e-02"	"151306"
"9497"	"1"	"1"	"-0.023251439"	"9.096930e-02"	"9497"
"392617"	"1"	"1"	" 0.012025136"	"7.362827e-02"	"392617"
"80216"	"1"	"1"	"-0.032000319"	"9.607258e-02"	"80216"
"5464"	"2"	"1"	"-0.053285188"	"1.103501e-01"	"5464"
"1497"	"1"	"1"	"-0.022723863"	"8.933923e-02"	"1497"
"79083"	"1"	"1"	" 0.031625168"	"9.890695e-02"	"79083"
"4440"	"1"	"1"	" 0.011766700"	"6.195898e-02"	"4440"
"170712"	"1"	"1"	"-0.015425829"	"6.641681e-02"	"170712"
"9145"	"1"	"1"	"-0.034827865"	"9.240644e-02"	"9145"
"148268"	"1"	"1"	" 0.014485194"	"6.206201e-02"	"148268"
"490"	"1"	"1"	" 0.030285546"	"1.064114e-01"	"490"
"55634"	"1"	"1"	" 0.030904197"	"7.750516e-02"	"55634"
"3248"	"1"	"1"	" 0.041659461"	"6.756582e-02"	"3248"
"113230"	"1"	"1"	"-0.012260161"	"8.628940e-02"	"113230"
"55676"	"1"	"1"	"-0.015378837"	"1.000485e-01"	"55676"
"79684"	"1"	"1"	" 0.041403135"	"9.446286e-02"	"79684"
"128977"	"1"	"1"	"-0.019412575"	"9.895563e-02"	"128977"
"9584"	"1"	"1"	" 0.023459038"	"1.196756e-01"	"9584"
"10884"	"1"	"1"	"-0.018690335"	"1.118873e-01"	"10884"
"54681"	"1"	"1"	" 0.024900840"	"9.870311e-02"	"54681"
"63926"	"1"	"1"	" 0.015176263"	"7.490139e-02"	"63926"
"84455"	"1"	"1"	" 0.028210871"	"7.560601e-02"	"84455"
"101928614"	"1"	"1"	"-0.010470280"	"6.464473e-02"	"101928614"
"54497"	"1"	"1"	"-0.028126679"	"1.076782e-01"	"54497"
"440434"	"1"	"1"	"-0.045143940"	"8.732230e-02"	"440434"
"55872"	"1"	"1"	"-0.045079230"	"9.542608e-02"	"55872"
"118425"	"1"	"1"	"-0.013956283"	"6.235681e-02"	"118425"
"91703"	"1"	"1"	"-0.063319870"	"9.963643e-02"	"91703"
"22909"	"1"	"1"	" 0.020505661"	"8.529658e-02"	"22909"
"64432"	"1"	"1"	" 0.023192193"	"9.822964e-02"	"64432"
"2909"	"1"	"1"	"-0.013120856"	"8.819691e-02"	"2909"
"79734"	"1"	"1"	" 0.009492491"	"8.529658e-02"	"79734"
"291"	"1"	"1"	"-0.014222336"	"9.330801e-02"	"291"
"10618"	"1"	"1"	"-0.018511461"	"1.070339e-01"	"10618"
"10195"	"1"	"1"	"-0.024795288"	"1.027785e-01"	"10195"
"5737"	"1"	"1"	"-0.018850848"	"6.638263e-02"	"5737"
"57038"	"1"	"1"	"-0.019815342"	"9.993423e-02"	"57038"
"284440"	"1"	"1"	" 0.017132720"	"6.652783e-02"	"284440"
"8776"	"1"	"1"	" 0.022448184"	"1.096261e-01"	"8776"
"55718"	"1"	"1"	" 0.017535773"	"1.084284e-01"	"55718"
"122622"	"1"	"1"	" 0.020557663"	"6.161094e-02"	"122622"
"124961"	"1"	"1"	" 0.036637724"	"8.695033e-02"	"124961"
"134548"	"1"	"1"	" 0.016985895"	"6.182004e-02"	"134548"
"10006"	"1"	"1"	"-0.022669039"	"1.263072e-01"	"10006"
"91039"	"1"	"1"	" 0.012208624"	"9.358151e-02"	"91039"
"101927391"	"1"	"1"	" 0.029133947"	"6.260481e-02"	"101927391"
"101929718"	"1"	"1"	" 0.009896290"	"7.544785e-02"	"101929718"
"9211"	"1"	"1"	"-0.011950412"	"6.287748e-02"	"9211"
"8635"	"1"	"1"	"-0.034158850"	"1.397157e-01"	"8635"
"10138"	"1"	"1"	"-0.015016841"	"7.552464e-02"	"10138"
"9702"	"1"	"1"	"-0.038277685"	"1.068123e-01"	"9702"
"84837"	"1"	"1"	" 0.013921658"	"7.465318e-02"	"84837"
"91801"	"1"	"1"	"-0.024162669"	"8.411437e-02"	"91801"
"23612"	"1"	"1"	" 0.013703427"	"9.965087e-02"	"23612"
"3683"	"1"	"1"	"-0.044086296"	"1.163520e-01"	"3683"
"340371"	"1"	"1"	" 0.026631705"	"8.412553e-02"	"340371"
"126823"	"1"	"1"	" 0.020181335"	"8.436328e-02"	"126823"
"2005"	"1"	"1"	" 0.014057487"	"8.739371e-02"	"2005"
"6935"	"1"	"1"	"-0.020196610"	"8.350711e-02"	"6935"
"8651"	"1"	"1"	"-0.037127952"	"9.451427e-02"	"8651"
"10383"	"1"	"1"	"-0.050129622"	"1.138924e-01"	"10383"
"8539"	"1"	"1"	" 0.015617510"	"1.121188e-01"	"8539"
"726"	"1"	"1"	"-0.015447698"	"7.132585e-02"	"726"
"3641"	"1"	"1"	"-0.011471298"	"7.274801e-02"	"3641"
"1327"	"1"	"1"	"-0.021931836"	"1.296131e-01"	"1327"
"283537"	"1"	"1"	"-0.046148228"	"9.162884e-02"	"283537"
"22827"	"1"	"1"	"-0.019010122"	"1.326047e-01"	"22827"
"54663"	"1"	"1"	" 0.014472344"	"1.201769e-01"	"54663"
"124751"	"1"	"1"	"-0.016810244"	"8.536074e-02"	"124751"
"51301"	"1"	"1"	"-0.014445927"	"6.681606e-02"	"51301"
"7874"	"1"	"1"	"-0.015886389"	"1.193406e-01"	"7874"
"26579"	"1"	"1"	"-0.027045060"	"7.801778e-02"	"26579"
"728264"	"1"	"1"	" 0.020066999"	"7.673925e-02"	"728264"
"59348"	"1"	"1"	" 0.021996009"	"7.406307e-02"	"59348"
"1474"	"1"	"1"	" 0.023379001"	"7.121147e-02"	"1474"
"7733"	"1"	"1"	" 0.015155751"	"7.385727e-02"	"7733"
"125061"	"1"	"1"	"-0.017914134"	"7.671228e-02"	"125061"
"59269"	"1"	"1"	"-0.022580276"	"9.997496e-02"	"59269"
"79944"	"1"	"1"	" 0.014637304"	"6.954346e-02"	"79944"
"5581"	"1"	"1"	"-0.026052749"	"1.070071e-01"	"5581"
"2627"	"1"	"1"	" 0.024413803"	"9.183256e-02"	"2627"
"26247"	"1"	"1"	" 0.010658116"	"6.771597e-02"	"26247"
"51441"	"1"	"1"	"-0.023037393"	"1.257323e-01"	"51441"
"25802"	"1"	"1"	"-0.022013133"	"8.646937e-02"	"25802"
"10309"	"1"	"1"	" 0.014397904"	"8.347509e-02"	"10309"
"9826"	"1"	"1"	" 0.021834803"	"8.193168e-02"	"9826"
"57132"	"1"	"1"	"-0.021833532"	"1.154311e-01"	"57132"
"284111"	"1"	"1"	"-0.012625373"	"7.159054e-02"	"284111"
"81688"	"1"	"1"	"-0.024789465"	"1.115284e-01"	"81688"
"51077"	"1"	"1"	" 0.016274964"	"1.073717e-01"	"51077"
"83990"	"1"	"1"	" 0.033587126"	"8.727481e-02"	"83990"
"4140"	"1"	"1"	" 0.017241566"	"1.112522e-01"	"4140"
"64766"	"1"	"1"	"-0.020373993"	"1.186315e-01"	"64766"
"63027"	"1"	"1"	" 0.012400976"	"8.816047e-02"	"63027"
"10081"	"1"	"1"	"-0.020364633"	"1.152400e-01"	"10081"
"55122"	"1"	"1"	" 0.030283530"	"1.073628e-01"	"55122"
"55686"	"1"	"1"	" 0.043215184"	"1.066856e-01"	"55686"
"100506144"	"1"	"1"	"-0.026104968"	"1.134886e-01"	"100506144"
"116372"	"1"	"1"	"-0.020389902"	"7.429505e-02"	"116372"
"23492"	"1"	"1"	" 0.041256736"	"1.132548e-01"	"23492"
"93058"	"1"	"2"	" 0.027991649"	"9.976314e-02"	"93058"
"30844"	"1"	"1"	"-0.031606848"	"1.231844e-01"	"30844"
"147184"	"1"	"1"	" 0.026301725"	"9.651332e-02"	"147184"
"60343"	"1"	"1"	" 0.016492417"	"9.105523e-02"	"60343"
"112609"	"1"	"1"	"-0.010960090"	"8.423290e-02"	"112609"
"9632"	"1"	"1"	" 0.018268810"	"1.233103e-01"	"9632"
"85409"	"1"	"1"	" 0.025139939"	"7.944800e-02"	"85409"
"9289"	"1"	"1"	"-0.018029832"	"1.100821e-01"	"9289"
"57404"	"1"	"1"	"-0.023116953"	"9.740374e-02"	"57404"
"100130717"	"1"	"1"	" 0.014657819"	"6.835456e-02"	"100130717"
"100329135"	"1"	"1"	"-0.016088173"	"6.652783e-02"	"100329135"
"134549"	"1"	"1"	" 0.018285171"	"7.851726e-02"	"134549"
"126567"	"1"	"1"	"-0.015584294"	"9.155005e-02"	"126567"
"55013"	"1"	"1"	"-0.028140696"	"1.268448e-01"	"55013"
"23015"	"1"	"1"	" 0.066180880"	"1.287427e-01"	"23015"
"6125"	"1"	"1"	"-0.028750169"	"1.293697e-01"	"6125"
"11113"	"1"	"1"	" 0.029351114"	"9.254429e-02"	"11113"
"285613"	"1"	"1"	" 0.020390018"	"9.908281e-02"	"285613"
"83714"	"1"	"1"	" 0.013819275"	"7.140607e-02"	"83714"
"399909"	"1"	"1"	" 0.015915680"	"1.059247e-01"	"399909"
"91893"	"1"	"1"	"-0.019176339"	"8.992896e-02"	"91893"
"941"	"1"	"1"	"-0.048370930"	"1.019006e-01"	"941"
"400655"	"1"	"1"	"-0.012089396"	"6.900711e-02"	"400655"
"5537"	"1"	"1"	"-0.018870371"	"1.211012e-01"	"5537"
"5274"	"1"	"1"	"-0.061733112"	"9.688442e-02"	"5274"
"5336"	"1"	"1"	"-0.030607192"	"1.112670e-01"	"5336"
"5269"	"1"	"1"	" 0.036395943"	"1.053264e-01"	"5269"
"1131"	"1"	"1"	"-0.013741607"	"7.319828e-02"	"1131"
"116535"	"1"	"1"	" 0.023542283"	"8.729273e-02"	"116535"
"8767"	"1"	"1"	"-0.024845438"	"1.108735e-01"	"8767"
"79625"	"1"	"1"	"-0.013187214"	"6.914562e-02"	"79625"
"6432"	"1"	"1"	"-0.023990340"	"1.454968e-01"	"6432"
"29081"	"1"	"1"	" 0.020742862"	"1.257732e-01"	"29081"
"22796"	"1"	"1"	"-0.017788081"	"1.192272e-01"	"22796"
"1730"	"1"	"1"	"-0.029080805"	"1.053400e-01"	"1730"
"90411"	"1"	"1"	" 0.015111233"	"1.198330e-01"	"90411"
"338862"	"1"	"1"	" 0.015955834"	"7.160702e-02"	"338862"
"79133"	"1"	"1"	" 0.016149316"	"9.493513e-02"	"79133"
"219670"	"1"	"1"	"-0.012897708"	"7.319828e-02"	"219670"
"2743"	"1"	"1"	"-0.014883982"	"7.114510e-02"	"2743"
"384"	"1"	"1"	" 0.028096925"	"7.159054e-02"	"384"
"55052"	"1"	"1"	"-0.020858497"	"1.333803e-01"	"55052"
"3141"	"1"	"1"	"-0.013244517"	"8.239732e-02"	"3141"
"283404"	"1"	"1"	" 0.012910896"	"8.782411e-02"	"283404"
"4710"	"1"	"1"	" 0.028735364"	"1.112009e-01"	"4710"
"101928940"	"1"	"1"	"-0.013179938"	"6.948343e-02"	"101928940"
"51202"	"1"	"1"	"-0.023357461"	"1.371882e-01"	"51202"
"90024"	"1"	"1"	"-0.019047859"	"1.097044e-01"	"90024"
"54414"	"1"	"1"	" 0.018574302"	"8.880885e-02"	"54414"
"7098"	"1"	"1"	" 0.022377348"	"6.979144e-02"	"7098"
"140870"	"1"	"1"	"-0.011842770"	"7.452315e-02"	"140870"
"4883"	"1"	"1"	"-0.011811631"	"9.012786e-02"	"4883"
"51247"	"1"	"1"	"-0.014878042"	"1.280653e-01"	"51247"
"8834"	"1"	"1"	" 0.018574776"	"1.176343e-01"	"8834"
"1456"	"1"	"1"	"-0.021418033"	"1.158375e-01"	"1456"
"11279"	"1"	"1"	" 0.044624308"	"9.336357e-02"	"11279"
"150223"	"1"	"1"	" 0.017164564"	"1.257636e-01"	"150223"
"51042"	"1"	"1"	"-0.024002966"	"1.302915e-01"	"51042"
"7004"	"1"	"1"	" 0.023994240"	"9.104141e-02"	"7004"
"27132"	"1"	"1"	" 0.019385836"	"1.122946e-01"	"27132"
"3708"	"1"	"1"	"-0.039155474"	"1.263673e-01"	"3708"
"92293"	"1"	"1"	" 0.015455158"	"7.544763e-02"	"92293"
"101927811"	"1"	"1"	"-0.054950459"	"1.128620e-01"	"101927811"
"11056"	"1"	"1"	"-0.016218131"	"9.963643e-02"	"11056"
"2531"	"1"	"1"	" 0.030567000"	"7.561933e-02"	"2531"
"147183"	"1"	"1"	" 0.014312273"	"7.694048e-02"	"147183"
"6472"	"1"	"1"	" 0.032444955"	"1.298225e-01"	"6472"
"23344"	"1"	"1"	"-0.021195571"	"1.370573e-01"	"23344"
"6236"	"1"	"1"	" 0.028739116"	"7.749299e-02"	"6236"
"55347"	"1"	"1"	" 0.027406568"	"1.253821e-01"	"55347"
"64782"	"1"	"1"	" 0.022278267"	"1.154311e-01"	"64782"
"10400"	"1"	"1"	" 0.018234534"	"1.125955e-01"	"10400"
"165055"	"1"	"1"	"-0.025966764"	"9.261609e-02"	"165055"
"115560"	"1"	"1"	" 0.021590352"	"7.425544e-02"	"115560"
"100505718"	"1"	"1"	"-0.012306737"	"7.306496e-02"	"100505718"
"56674"	"1"	"1"	"-0.016379565"	"1.323334e-01"	"56674"
"57489"	"1"	"1"	" 0.017371446"	"7.461722e-02"	"57489"
"11329"	"1"	"1"	"-0.028818102"	"1.291397e-01"	"11329"
"149775"	"1"	"1"	" 0.018142021"	"7.427097e-02"	"149775"
"148423"	"1"	"1"	" 0.028353388"	"1.041504e-01"	"148423"
"30"	"1"	"1"	"-0.021055305"	"1.387069e-01"	"30"
"5257"	"1"	"1"	"-0.025429824"	"1.209591e-01"	"5257"
"353324"	"1"	"1"	"-0.012413445"	"7.630764e-02"	"353324"
"5007"	"1"	"1"	"-0.013023439"	"1.241803e-01"	"5007"
"377677"	"1"	"1"	" 0.019778225"	"9.496491e-02"	"377677"
"989"	"1"	"1"	" 0.021426072"	"1.189753e-01"	"989"
"7579"	"1"	"1"	"-0.008811215"	"7.689748e-02"	"7579"
"55230"	"1"	"1"	"-0.028720850"	"1.085220e-01"	"55230"
"5504"	"1"	"1"	" 0.035376603"	"1.265927e-01"	"5504"
"100288432"	"1"	"1"	"-0.011251034"	"7.840925e-02"	"100288432"
"135112"	"1"	"1"	" 0.045960541"	"1.318460e-01"	"135112"
"284361"	"1"	"1"	"-0.018377093"	"1.239214e-01"	"284361"
"8506"	"1"	"1"	" 0.038895841"	"1.183899e-01"	"8506"
"222553"	"1"	"1"	" 0.015171684"	"8.071411e-02"	"222553"
"2049"	"1"	"1"	"-0.015196976"	"9.932757e-02"	"2049"
"6820"	"1"	"1"	" 0.019529520"	"1.075442e-01"	"6820"
"80313"	"1"	"1"	" 0.011660660"	"8.420617e-02"	"80313"
"51650"	"1"	"1"	"-0.030392457"	"1.344478e-01"	"51650"
"2116"	"1"	"1"	" 0.013119990"	"7.514444e-02"	"2116"
"58517"	"1"	"1"	" 0.024186828"	"1.306236e-01"	"58517"
"5509"	"1"	"1"	" 0.015658686"	"8.881428e-02"	"5509"
"55954"	"1"	"1"	" 0.013957440"	"1.147182e-01"	"55954"
"90007"	"1"	"1"	" 0.032475009"	"1.135933e-01"	"90007"
"9641"	"1"	"1"	"-0.015015856"	"1.250084e-01"	"9641"
"11331"	"1"	"1"	" 0.018256441"	"1.457659e-01"	"11331"
"57590"	"1"	"1"	" 0.026444187"	"1.322602e-01"	"57590"
"3354"	"1"	"1"	"-0.012231360"	"8.364878e-02"	"3354"
"4898"	"1"	"1"	" 0.022122967"	"1.439016e-01"	"4898"
"10282"	"1"	"1"	" 0.026663127"	"1.298225e-01"	"10282"
"79982"	"1"	"1"	"-0.018247275"	"1.283002e-01"	"79982"
"51230"	"1"	"1"	"-0.015882288"	"1.218860e-01"	"51230"
"83643"	"1"	"1"	" 0.030899712"	"1.062905e-01"	"83643"
"54107"	"1"	"1"	" 0.031615739"	"1.418921e-01"	"54107"
"196541"	"1"	"1"	" 0.010728123"	"7.621675e-02"	"196541"
"8698"	"1"	"1"	"-0.024455103"	"1.317805e-01"	"8698"
"10425"	"1"	"1"	" 0.016882431"	"1.183321e-01"	"10425"
"56052"	"1"	"1"	"-0.019796020"	"9.248544e-02"	"56052"
"196051"	"1"	"1"	"-0.014217107"	"7.822178e-02"	"196051"
"9656"	"1"	"1"	" 0.015850219"	"1.232853e-01"	"9656"
"4528"	"1"	"1"	" 0.022212080"	"1.394304e-01"	"4528"
"6576"	"1"	"1"	" 0.022784095"	"1.292539e-01"	"6576"
"663"	"1"	"1"	"-0.018930174"	"1.318880e-01"	"663"
"114571"	"1"	"1"	"-0.012254833"	"8.466282e-02"	"114571"
"100130872"	"1"	"1"	" 0.016249359"	"1.090592e-01"	"100130872"
"11144"	"1"	"1"	"-0.012585179"	"8.337514e-02"	"11144"
"64771"	"1"	"1"	"-0.014528510"	"1.244324e-01"	"64771"
"83549"	"1"	"1"	" 0.012802347"	"1.185203e-01"	"83549"
"23268"	"1"	"1"	" 0.029588477"	"8.411099e-02"	"23268"
"26747"	"1"	"1"	" 0.020602003"	"9.905092e-02"	"26747"
"10046"	"1"	"1"	" 0.027109026"	"8.404333e-02"	"10046"
"5965"	"1"	"1"	" 0.022091613"	"1.380511e-01"	"5965"
"79983"	"1"	"1"	" 0.031841379"	"7.797786e-02"	"79983"
"3298"	"1"	"1"	" 0.022226927"	"1.144910e-01"	"3298"
"84808"	"1"	"1"	" 0.009100829"	"9.607422e-02"	"84808"
"7703"	"1"	"1"	"-0.029072858"	"1.033320e-01"	"7703"
"100507321"	"1"	"1"	"-0.026332702"	"9.328513e-02"	"100507321"
"100131561"	"1"	"1"	" 0.013003073"	"8.229393e-02"	"100131561"
"101928516"	"1"	"1"	"-0.012416334"	"7.933675e-02"	"101928516"
"9723"	"1"	"1"	"-0.013963758"	"7.758709e-02"	"9723"
"389206"	"1"	"1"	" 0.045227105"	"1.274414e-01"	"389206"
"8630"	"1"	"1"	" 0.034767906"	"8.005997e-02"	"8630"
"6456"	"1"	"1"	"-0.013213555"	"7.559113e-02"	"6456"
"1819"	"1"	"1"	" 0.015383910"	"1.305255e-01"	"1819"
"977"	"1"	"1"	" 0.023472656"	"1.227149e-01"	"977"
"147798"	"1"	"1"	" 0.032965604"	"8.347319e-02"	"147798"
"65268"	"1"	"1"	"-0.008294715"	"1.093382e-01"	"65268"
"55345"	"1"	"1"	" 0.022306330"	"9.193631e-02"	"55345"
"4076"	"1"	"1"	" 0.016089075"	"1.305753e-01"	"4076"
"55164"	"1"	"1"	"-0.020954121"	"1.391018e-01"	"55164"
"100507605"	"1"	"1"	" 0.011384329"	"7.755882e-02"	"100507605"
"3206"	"1"	"1"	" 0.034251390"	"8.374965e-02"	"3206"
"163126"	"1"	"1"	"-0.015624987"	"1.290686e-01"	"163126"
"9997"	"1"	"1"	"-0.029301860"	"1.412902e-01"	"9997"
"9776"	"1"	"1"	" 0.010810775"	"1.267531e-01"	"9776"
"114799"	"1"	"1"	"-0.020851349"	"1.271401e-01"	"114799"
"6938"	"1"	"1"	" 0.027177076"	"1.436148e-01"	"6938"
"27350"	"1"	"1"	" 0.050016519"	"1.322159e-01"	"27350"
"6448"	"1"	"1"	" 0.022371483"	"1.135725e-01"	"6448"
"9374"	"1"	"1"	" 0.012837502"	"1.334299e-01"	"9374"
"3280"	"1"	"1"	"-0.042526253"	"1.287135e-01"	"3280"
"125150"	"1"	"1"	" 0.026610107"	"1.184707e-01"	"125150"
"9181"	"1"	"1"	" 0.018458364"	"1.366039e-01"	"9181"
"100689074"	"1"	"1"	"-0.014191211"	"7.897661e-02"	"100689074"
"23334"	"1"	"1"	" 0.016147213"	"9.688442e-02"	"23334"
"284058"	"1"	"1"	"-0.016607315"	"1.547085e-01"	"284058"
"8704"	"1"	"1"	" 0.014867576"	"1.159251e-01"	"8704"
"9737"	"1"	"1"	" 0.056387185"	"1.185567e-01"	"9737"
"10159"	"1"	"1"	"-0.017633400"	"1.576253e-01"	"10159"
"79691"	"1"	"1"	" 0.020428053"	"1.330354e-01"	"79691"
"285382"	"1"	"1"	"-0.020431153"	"8.251530e-02"	"285382"
"57536"	"1"	"1"	" 0.008333337"	"8.769758e-02"	"57536"
"1906"	"1"	"1"	" 0.028753476"	"9.357696e-02"	"1906"
"10423"	"1"	"1"	" 0.014800664"	"1.474567e-01"	"10423"
"27332"	"1"	"1"	" 0.014574219"	"1.494229e-01"	"27332"
"27147"	"1"	"1"	"-0.015526574"	"9.234345e-02"	"27147"
"51315"	"1"	"1"	"-0.023043903"	"1.451969e-01"	"51315"
"100144602"	"1"	"1"	"-0.016155331"	"8.962786e-02"	"100144602"
"92565"	"1"	"1"	" 0.018296651"	"9.033965e-02"	"92565"
"374354"	"1"	"1"	" 0.019455750"	"8.425532e-02"	"374354"
"80011"	"1"	"1"	" 0.018443265"	"1.472281e-01"	"80011"
"2768"	"1"	"1"	"-0.024302009"	"1.390998e-01"	"2768"
"2208"	"1"	"1"	"-0.059487519"	"1.324489e-01"	"2208"
"388341"	"1"	"1"	" 0.017097534"	"8.434968e-02"	"388341"
"55656"	"1"	"1"	" 0.019312432"	"1.675076e-01"	"55656"
"5593"	"1"	"1"	"-0.014292285"	"1.323589e-01"	"5593"
"495"	"1"	"2"	" 0.015577628"	"8.650793e-02"	"495"
"26504"	"1"	"1"	" 0.022536995"	"1.211488e-01"	"26504"
"5796"	"1"	"1"	"-0.079560371"	"1.532612e-01"	"5796"
"6883"	"1"	"1"	"-0.018258773"	"1.497243e-01"	"6883"
"55920"	"1"	"1"	" 0.026644082"	"1.777193e-01"	"55920"
"79891"	"1"	"1"	" 0.021107037"	"1.232827e-01"	"79891"
"4130"	"1"	"1"	"-0.010221271"	"1.035077e-01"	"4130"
"5774"	"1"	"1"	"-0.020740524"	"9.115317e-02"	"5774"
"140597"	"1"	"1"	" 0.037401873"	"8.611001e-02"	"140597"
"79147"	"1"	"1"	" 0.015917772"	"1.022569e-01"	"79147"
"8674"	"1"	"1"	"-0.016681552"	"1.193147e-01"	"8674"
"57459"	"1"	"1"	"-0.018548270"	"1.327080e-01"	"57459"
"84376"	"1"	"1"	" 0.015423899"	"1.090442e-01"	"84376"
"150967"	"1"	"1"	" 0.029620923"	"9.746591e-02"	"150967"
"90624"	"1"	"1"	" 0.018989549"	"1.424806e-01"	"90624"
"51362"	"1"	"1"	"-0.026555130"	"1.392332e-01"	"51362"
"90809"	"1"	"1"	" 0.021811518"	"1.516619e-01"	"90809"
"7016"	"1"	"1"	"-0.018756593"	"1.420690e-01"	"7016"
"256236"	"1"	"1"	"-0.038292770"	"1.816312e-01"	"256236"
"56241"	"1"	"1"	"-0.013185512"	"1.009974e-01"	"56241"
"10184"	"1"	"1"	" 0.054275550"	"1.596033e-01"	"10184"
"79913"	"1"	"1"	" 0.030447230"	"1.330778e-01"	"79913"
"834"	"1"	"1"	" 0.036917192"	"1.468466e-01"	"834"
"1846"	"1"	"1"	"-0.036867085"	"1.155994e-01"	"1846"
"402682"	"1"	"1"	"-0.010018691"	"1.030646e-01"	"402682"
"8537"	"1"	"1"	"-0.024975319"	"9.887617e-02"	"8537"
"388115"	"1"	"1"	"-0.026584935"	"1.144740e-01"	"388115"
"83461"	"1"	"1"	"-0.025570368"	"1.493469e-01"	"83461"
"5021"	"1"	"1"	"-0.023890324"	"9.736219e-02"	"5021"
"51393"	"1"	"1"	"-0.016980223"	"1.330778e-01"	"51393"
"503538"	"1"	"1"	"-0.013541381"	"1.040604e-01"	"503538"
"11092"	"1"	"1"	" 0.010874246"	"1.005879e-01"	"11092"
"136051"	"1"	"1"	"-0.017522907"	"1.285378e-01"	"136051"
"1106"	"1"	"1"	" 0.020618917"	"1.292414e-01"	"1106"
"8712"	"1"	"1"	" 0.020417320"	"8.964727e-02"	"8712"
"201163"	"1"	"1"	" 0.015914251"	"1.000050e-01"	"201163"
"3190"	"1"	"1"	"-0.023913991"	"1.775666e-01"	"3190"
"10935"	"1"	"1"	"-0.026300650"	"1.644586e-01"	"10935"
"114826"	"1"	"1"	" 0.024300299"	"1.109116e-01"	"114826"
"27032"	"1"	"1"	" 0.016409926"	"1.377498e-01"	"27032"
"51529"	"1"	"1"	"-0.015261260"	"1.483723e-01"	"51529"
"23036"	"1"	"1"	"-0.026693790"	"1.475047e-01"	"23036"
"340554"	"1"	"1"	"-0.015585362"	"9.193883e-02"	"340554"
"7627"	"1"	"1"	" 0.026068990"	"1.334545e-01"	"7627"
"388963"	"1"	"1"	" 0.014138162"	"1.418736e-01"	"388963"
"9670"	"1"	"1"	"-0.012544279"	"1.428663e-01"	"9670"
