"Bcell"	"MCLe"	"df"	"combo.name"
"11214"	"1"	"1"	"1.839270e-01"	"11214"
"90121"	"1"	"1"	"4.452967e-05"	"90121"
"51085"	"1"	"1"	"8.840029e-08"	"51085"
"55810"	"1"	"1"	"1.506453e-04"	"55810"
"1351"	"1"	"1"	"8.779386e-04"	"1351"
"54819"	"1"	"1"	"3.626210e-01"	"54819"
"51257"	"1"	"1"	"3.202610e-05"	"51257"
"3642"	"1"	"1"	"9.184473e-02"	"3642"
"374378"	"1"	"1"	"1.757626e-01"	"374378"
"63906"	"1"	"1"	"2.606388e-01"	"63906"
"5510"	"1"	"1"	"4.772666e-01"	"5510"
"85464"	"1"	"1"	"1.071734e-02"	"85464"
"101928886"	"1"	"1"	"4.601779e-01"	"101928886"
"26001"	"1"	"1"	"6.579667e-04"	"26001"
"158833"	"1"	"1"	"1.819677e-01"	"158833"
"23057"	"1"	"1"	"3.463931e-01"	"23057"
"25978"	"1"	"1"	"4.011664e-01"	"25978"
"2050"	"1"	"1"	"1.028925e-06"	"2050"
"91289"	"1"	"1"	"3.489450e-07"	"91289"
"55008"	"1"	"1"	"4.944578e-03"	"55008"
"10575"	"1"	"1"	"3.390837e-01"	"10575"
"83698"	"1"	"1"	"3.493057e-01"	"83698"
"79966"	"1"	"1"	"4.339072e-01"	"79966"
"256691"	"1"	"1"	"1.269012e-01"	"256691"
"55716"	"1"	"1"	"1.415277e-07"	"55716"
"113612"	"1"	"1"	"1.517532e-01"	"113612"
"23439"	"1"	"1"	"2.490505e-03"	"23439"
"10578"	"1"	"1"	"3.915359e-01"	"10578"
"9079"	"1"	"1"	"1.589775e-01"	"9079"
"7511"	"1"	"1"	"2.182579e-03"	"7511"
"81579"	"1"	"1"	"5.674576e-03"	"81579"
"11226"	"1"	"1"	"3.730196e-08"	"11226"
"2543"	"1"	"1"	"3.966605e-01"	"2543"
"84322"	"1"	"1"	"9.325757e-02"	"84322"
"266"	"1"	"1"	"1.444319e-01"	"266"
"4515"	"1"	"1"	"4.413083e-03"	"4515"
"57338"	"1"	"1"	"3.045505e-01"	"57338"
"3655"	"1"	"1"	"2.303695e-01"	"3655"
"55035"	"1"	"1"	"4.944272e-04"	"55035"
"55681"	"1"	"1"	"3.175275e-04"	"55681"
"56006"	"1"	"1"	"8.126762e-02"	"56006"
"84153"	"1"	"1"	"4.394141e-01"	"84153"
"9772"	"1"	"1"	"4.935876e-03"	"9772"
"4929"	"1"	"1"	"9.529694e-02"	"4929"
"116496"	"1"	"1"	"6.611977e-13"	"116496"
"10610"	"1"	"1"	"5.876895e-05"	"10610"
"2596"	"1"	"1"	"1.421362e-01"	"2596"
"201973"	"1"	"1"	"1.779225e-03"	"201973"
"7472"	"1"	"1"	"2.799812e-01"	"7472"
"580"	"1"	"1"	"4.537657e-05"	"580"
"10480"	"1"	"1"	"1.199621e-04"	"10480"
"10106"	"1"	"1"	"1.522345e-01"	"10106"
"54386"	"1"	"1"	"4.470260e-03"	"54386"
"57565"	"1"	"1"	"9.713837e-11"	"57565"
"203413"	"1"	"1"	"1.795947e-04"	"203413"
"54752"	"1"	"1"	"9.321436e-02"	"54752"
"27197"	"1"	"1"	"1.376221e-04"	"27197"
"8425"	"1"	"1"	"2.182049e-01"	"8425"
"23516"	"1"	"1"	"1.120844e-06"	"23516"
"3430"	"1"	"1"	"3.210098e-01"	"3430"
"1579"	"1"	"1"	"1.151186e-01"	"1579"
"8643"	"1"	"1"	"4.066976e-01"	"8643"
"56479"	"1"	"1"	"9.263066e-02"	"56479"
"84547"	"1"	"1"	"2.754573e-01"	"84547"
"23549"	"1"	"1"	"6.425012e-07"	"23549"
"89941"	"1"	"1"	"5.478568e-05"	"89941"
"79876"	"1"	"1"	"3.954958e-08"	"79876"
"84923"	"1"	"1"	"3.314258e-01"	"84923"
"644656"	"1"	"1"	"9.193372e-11"	"644656"
"59338"	"1"	"1"	"7.606807e-05"	"59338"
"259285"	"1"	"1"	"4.668810e-01"	"259285"
"374882"	"1"	"1"	"3.379038e-01"	"374882"
"11020"	"1"	"1"	"3.944869e-01"	"11020"
"8854"	"1"	"1"	"1.651257e-01"	"8854"
"53828"	"1"	"1"	"2.857568e-05"	"53828"
"1111"	"1"	"1"	"8.631350e-05"	"1111"
"9783"	"1"	"1"	"3.142490e-01"	"9783"
"200035"	"1"	"1"	"6.033103e-04"	"200035"
"2802"	"1"	"1"	"1.204733e-01"	"2802"
"347853"	"1"	"1"	"3.158999e-01"	"347853"
"55526"	"1"	"1"	"1.182289e-04"	"55526"
"26269"	"1"	"1"	"1.888687e-03"	"26269"
"23481"	"1"	"1"	"6.867136e-06"	"23481"
"254225"	"1"	"1"	"2.675590e-01"	"254225"
"100289255"	"1"	"1"	"3.969063e-01"	"100289255"
"26529"	"1"	"1"	"3.851052e-01"	"26529"
"390063"	"1"	"1"	"4.543663e-01"	"390063"
"6758"	"1"	"1"	"2.985392e-01"	"6758"
"9513"	"1"	"1"	"4.622662e-01"	"9513"
"3712"	"1"	"1"	"2.869365e-04"	"3712"
"79608"	"1"	"1"	"6.962013e-04"	"79608"
"27102"	"1"	"1"	"1.762249e-04"	"27102"
"55929"	"1"	"1"	"1.881783e-06"	"55929"
"8802"	"1"	"1"	"3.900858e-01"	"8802"
"83873"	"1"	"1"	"3.133758e-01"	"83873"
"115908"	"1"	"1"	"8.276033e-02"	"115908"
"22930"	"1"	"1"	"1.674715e-08"	"22930"
"1145"	"1"	"1"	"2.318895e-01"	"1145"
"6542"	"1"	"1"	"2.868474e-01"	"6542"
"6683"	"1"	"1"	"1.529841e-04"	"6683"
"84629"	"1"	"1"	"6.595412e-02"	"84629"
"349667"	"1"	"1"	"2.776976e-01"	"349667"
"163227"	"1"	"1"	"1.564328e-03"	"163227"
"55733"	"1"	"1"	"5.314526e-07"	"55733"
"7520"	"1"	"1"	"1.788611e-01"	"7520"
"6015"	"1"	"1"	"2.962156e-06"	"6015"
"27134"	"1"	"1"	"6.801936e-02"	"27134"
"51012"	"1"	"1"	"1.386842e-01"	"51012"
"92799"	"1"	"1"	"8.575462e-08"	"92799"
"134353"	"1"	"1"	"2.164169e-02"	"134353"
"1192"	"1"	"1"	"1.805606e-03"	"1192"
"3356"	"1"	"1"	"9.008354e-02"	"3356"
"23604"	"1"	"1"	"2.840678e-01"	"23604"
"117177"	"1"	"1"	"4.188855e-01"	"117177"
"387885"	"1"	"1"	"4.139721e-01"	"387885"
"1535"	"1"	"1"	"1.599522e-01"	"1535"
"51450"	"1"	"1"	"1.111201e-01"	"51450"
"55811"	"1"	"1"	"4.280548e-01"	"55811"
"146712"	"1"	"1"	"7.051984e-02"	"146712"
"441161"	"1"	"1"	"9.995086e-02"	"441161"
"9328"	"1"	"1"	"1.013078e-03"	"9328"
"135644"	"1"	"1"	"3.883538e-01"	"135644"
"284422"	"1"	"1"	"2.252586e-01"	"284422"
"27065"	"1"	"1"	"2.658457e-01"	"27065"
"53981"	"1"	"1"	"7.815182e-05"	"53981"
"5791"	"1"	"1"	"3.274630e-03"	"5791"
"285638"	"1"	"1"	"1.746096e-01"	"285638"
"80351"	"1"	"1"	"2.658457e-01"	"80351"
"2200"	"1"	"1"	"2.996902e-01"	"2200"
"51271"	"1"	"1"	"1.537045e-01"	"51271"
"9094"	"1"	"1"	"2.306967e-01"	"9094"
"339479"	"1"	"1"	"6.236382e-04"	"339479"
"64332"	"1"	"1"	"2.544129e-01"	"64332"
"134701"	"1"	"1"	"1.184906e-01"	"134701"
"27443"	"1"	"1"	"2.307319e-03"	"27443"
"85379"	"1"	"1"	"4.811079e-03"	"85379"
"23603"	"1"	"1"	"6.740233e-10"	"23603"
"9853"	"1"	"1"	"3.808534e-04"	"9853"
"54869"	"1"	"1"	"1.514557e-02"	"54869"
"5985"	"1"	"1"	"2.067109e-03"	"5985"
"7410"	"1"	"1"	"4.017388e-04"	"7410"
"127733"	"1"	"1"	"3.566235e-02"	"127733"
"55568"	"1"	"1"	"3.305910e-03"	"55568"
"80212"	"1"	"1"	"1.745087e-03"	"80212"
"140832"	"1"	"1"	"3.617137e-01"	"140832"
"3216"	"1"	"1"	"3.906629e-04"	"3216"
"5051"	"1"	"1"	"1.121068e-01"	"5051"
"64711"	"1"	"1"	"4.822004e-01"	"64711"
"10437"	"1"	"1"	"6.901766e-06"	"10437"
"56882"	"1"	"1"	"1.091915e-05"	"56882"
"59084"	"1"	"1"	"4.511878e-01"	"59084"
"643733"	"1"	"1"	"7.797594e-04"	"643733"
"84619"	"1"	"1"	"2.485607e-02"	"84619"
"64224"	"1"	"1"	"2.802721e-04"	"64224"
"29923"	"1"	"1"	"6.000789e-02"	"29923"
"645188"	"1"	"1"	"1.378690e-01"	"645188"
"11218"	"1"	"1"	"2.624772e-01"	"11218"
"55845"	"1"	"1"	"3.803823e-01"	"55845"
"120863"	"1"	"1"	"1.570802e-01"	"120863"
"10296"	"1"	"1"	"2.389254e-07"	"10296"
"646658"	"1"	"1"	"4.114216e-01"	"646658"
"8394"	"1"	"1"	"1.596618e-01"	"8394"
"10057"	"1"	"1"	"3.617140e-01"	"10057"
"390064"	"1"	"1"	"1.009348e-01"	"390064"
"284600"	"1"	"1"	"1.944490e-01"	"284600"
"23099"	"1"	"1"	"3.285441e-08"	"23099"
"100506994"	"1"	"1"	"4.705791e-01"	"100506994"
"57182"	"1"	"1"	"8.980433e-02"	"57182"
"100507043"	"1"	"1"	"3.743072e-01"	"100507043"
"10581"	"1"	"1"	"3.364132e-05"	"10581"
"80174"	"1"	"1"	"2.825230e-01"	"80174"
"728431"	"1"	"1"	"8.012606e-04"	"728431"
"6748"	"1"	"1"	"2.338457e-04"	"6748"
"84272"	"1"	"1"	"7.843320e-10"	"84272"
"24140"	"1"	"1"	"4.167883e-08"	"24140"
"28425"	"1"	"1"	"1.022060e-03"	"28425"
"112724"	"1"	"1"	"2.353202e-03"	"112724"
"51490"	"1"	"1"	"1.289660e-06"	"51490"
"65055"	"1"	"1"	"3.592122e-03"	"65055"
"57539"	"1"	"1"	"5.365476e-05"	"57539"
"28442"	"1"	"1"	"3.874561e-04"	"28442"
"90417"	"1"	"1"	"4.722481e-02"	"90417"
"51259"	"1"	"1"	"1.814079e-04"	"51259"
"23210"	"1"	"1"	"1.054259e-03"	"23210"
"4215"	"1"	"1"	"6.177558e-02"	"4215"
"113444"	"1"	"1"	"4.144230e-01"	"113444"
"100862662"	"1"	"1"	"7.744432e-04"	"100862662"
"63931"	"1"	"1"	"3.328677e-01"	"63931"
"4860"	"1"	"1"	"1.511485e-06"	"4860"
"4986"	"1"	"1"	"2.444670e-01"	"4986"
"8751"	"1"	"1"	"3.121214e-01"	"8751"
"388743"	"1"	"1"	"2.299935e-05"	"388743"
"89765"	"1"	"1"	"4.913970e-01"	"89765"
"101929181"	"1"	"1"	"1.720363e-01"	"101929181"
"135892"	"1"	"1"	"4.323226e-03"	"135892"
"64689"	"1"	"1"	"4.479419e-07"	"64689"
"7325"	"1"	"1"	"3.620706e-01"	"7325"
"51744"	"1"	"1"	"4.476697e-01"	"51744"
"6253"	"1"	"1"	"3.564066e-05"	"6253"
"404201"	"1"	"1"	"2.395500e-02"	"404201"
"125875"	"1"	"1"	"2.167016e-01"	"125875"
"80208"	"1"	"1"	"4.129084e-01"	"80208"
"23325"	"1"	"1"	"3.621448e-02"	"23325"
"80270"	"1"	"1"	"2.103865e-06"	"80270"
"101929726"	"1"	"1"	"3.887634e-01"	"101929726"
"9781"	"1"	"1"	"7.420133e-03"	"9781"
"148170"	"1"	"1"	"5.066715e-03"	"148170"
"55081"	"1"	"1"	"6.828814e-08"	"55081"
"219621"	"1"	"1"	"3.017058e-04"	"219621"
"2028"	"1"	"1"	"1.578875e-01"	"2028"
"160518"	"1"	"1"	"7.384206e-04"	"160518"
"5639"	"1"	"1"	"2.335823e-04"	"5639"
"149069"	"1"	"1"	"4.324985e-01"	"149069"
"10818"	"1"	"1"	"7.769538e-05"	"10818"
"875"	"1"	"1"	"8.319561e-07"	"875"
"79695"	"1"	"1"	"1.938239e-01"	"79695"
"6510"	"1"	"1"	"3.270920e-07"	"6510"
"27334"	"1"	"1"	"6.673247e-02"	"27334"
"112703"	"1"	"1"	"3.486331e-02"	"112703"
"140461"	"1"	"1"	"1.600290e-01"	"140461"
"59341"	"1"	"1"	"1.819677e-01"	"59341"
"4846"	"1"	"1"	"2.489258e-01"	"4846"
"286076"	"1"	"1"	"1.538159e-01"	"286076"
"4335"	"1"	"1"	"7.342160e-02"	"4335"
"55900"	"1"	"1"	"1.141106e-03"	"55900"
"6326"	"1"	"1"	"2.078967e-01"	"6326"
"6843"	"1"	"1"	"9.416175e-04"	"6843"
"22869"	"1"	"1"	"2.850534e-03"	"22869"
"101927263"	"1"	"1"	"4.838546e-01"	"101927263"
"56917"	"1"	"1"	"1.976842e-04"	"56917"
"55788"	"1"	"1"	"1.734266e-01"	"55788"
"55070"	"1"	"1"	"5.319699e-05"	"55070"
"27069"	"1"	"1"	"2.282421e-01"	"27069"
"3426"	"1"	"1"	"1.651747e-03"	"3426"
"80833"	"1"	"1"	"2.169093e-03"	"80833"
"116071"	"1"	"1"	"4.236295e-01"	"116071"
"80862"	"1"	"1"	"7.399545e-03"	"80862"
"2935"	"1"	"1"	"1.905084e-01"	"2935"
"221443"	"1"	"1"	"5.919645e-04"	"221443"
"389362"	"1"	"1"	"1.524084e-03"	"389362"
"100652770"	"1"	"1"	"1.583221e-01"	"100652770"
"5116"	"1"	"1"	"3.542996e-01"	"5116"
"79837"	"1"	"1"	"1.970980e-04"	"79837"
"6659"	"1"	"1"	"3.721388e-12"	"6659"
"140688"	"1"	"1"	"1.840672e-06"	"140688"
"9087"	"1"	"1"	"6.988890e-03"	"9087"
"259173"	"1"	"1"	"1.495666e-02"	"259173"
"56964"	"1"	"1"	"4.487491e-01"	"56964"
"54816"	"1"	"1"	"8.157194e-04"	"54816"
"994"	"1"	"1"	"4.837777e-06"	"994"
"22900"	"1"	"1"	"3.021951e-01"	"22900"
"149175"	"1"	"1"	"1.561644e-01"	"149175"
"57646"	"1"	"1"	"1.529126e-01"	"57646"
"9015"	"1"	"1"	"4.503221e-01"	"9015"
"100506469"	"1"	"1"	"2.478656e-01"	"100506469"
"119369"	"1"	"1"	"3.524041e-01"	"119369"
"5826"	"1"	"1"	"2.369081e-03"	"5826"
"51155"	"1"	"1"	"1.624880e-06"	"51155"
"2844"	"1"	"1"	"2.487896e-01"	"2844"
"100129917"	"1"	"1"	"2.389254e-07"	"100129917"
"80262"	"1"	"1"	"5.497808e-03"	"80262"
"3778"	"1"	"1"	"1.469337e-05"	"3778"
"2984"	"1"	"1"	"4.633247e-01"	"2984"
"56947"	"1"	"1"	"3.641003e-01"	"56947"
"81532"	"1"	"1"	"8.305716e-06"	"81532"
"124935"	"1"	"1"	"5.123927e-06"	"124935"
"10758"	"1"	"1"	"2.285189e-01"	"10758"
"27342"	"1"	"1"	"6.300788e-06"	"27342"
"55182"	"1"	"1"	"1.189436e-06"	"55182"
"7737"	"1"	"1"	"4.395357e-01"	"7737"
"9037"	"1"	"1"	"3.114714e-02"	"9037"
"388284"	"1"	"1"	"8.513204e-09"	"388284"
"201626"	"1"	"1"	"9.816006e-06"	"201626"
"7638"	"1"	"1"	"4.379887e-01"	"7638"
"100506100"	"1"	"1"	"4.234866e-05"	"100506100"
"11059"	"1"	"1"	"4.427588e-01"	"11059"
"5911"	"1"	"1"	"1.616349e-08"	"5911"
"1207"	"1"	"1"	"1.791692e-01"	"1207"
"23636"	"1"	"1"	"5.356783e-06"	"23636"
"9819"	"1"	"1"	"1.402638e-01"	"9819"
"118427"	"1"	"1"	"4.114860e-01"	"118427"
"100996251"	"1"	"1"	"4.570484e-01"	"100996251"
"83446"	"1"	"1"	"2.411482e-01"	"83446"
"10615"	"1"	"1"	"4.126354e-03"	"10615"
"2035"	"1"	"1"	"1.128122e-04"	"2035"
"170591"	"1"	"1"	"7.081366e-04"	"170591"
"92305"	"1"	"1"	"9.017097e-05"	"92305"
"89846"	"1"	"1"	"3.500422e-09"	"89846"
"6569"	"1"	"1"	"3.340050e-01"	"6569"
"26056"	"1"	"1"	"2.742370e-06"	"26056"
"347734"	"1"	"1"	"3.426129e-03"	"347734"
"167359"	"1"	"1"	"2.522198e-01"	"167359"
"338557"	"1"	"1"	"2.502117e-01"	"338557"
"29070"	"1"	"1"	"1.477527e-02"	"29070"
"2709"	"1"	"1"	"2.928190e-01"	"2709"
"151254"	"1"	"1"	"1.305376e-01"	"151254"
"11119"	"1"	"1"	"6.867136e-06"	"11119"
"81030"	"1"	"1"	"3.582276e-01"	"81030"
"636"	"1"	"1"	"2.566664e-04"	"636"
"29989"	"1"	"1"	"1.605670e-01"	"29989"
"8545"	"1"	"1"	"4.813826e-01"	"8545"
"285126"	"1"	"1"	"2.901810e-01"	"285126"
"5733"	"1"	"1"	"3.072414e-01"	"5733"
"92140"	"1"	"1"	"4.151074e-01"	"92140"
"10067"	"1"	"1"	"1.423915e-02"	"10067"
"79037"	"1"	"1"	"1.464305e-03"	"79037"
"57186"	"1"	"1"	"1.357455e-03"	"57186"
"7276"	"1"	"1"	"7.748688e-02"	"7276"
"100996624"	"1"	"1"	"1.789326e-01"	"100996624"
"348825"	"1"	"1"	"1.485514e-01"	"348825"
"1960"	"1"	"1"	"3.976510e-05"	"1960"
"10392"	"1"	"1"	"2.002389e-07"	"10392"
"147670"	"1"	"1"	"2.520854e-01"	"147670"
"337867"	"1"	"1"	"5.762043e-03"	"337867"
"9572"	"1"	"1"	"3.564385e-07"	"9572"
"5211"	"1"	"1"	"1.149457e-06"	"5211"
"55184"	"1"	"1"	"5.327609e-03"	"55184"
"4644"	"1"	"1"	"3.008105e-12"	"4644"
"57863"	"1"	"1"	"4.298641e-01"	"57863"
"114792"	"1"	"1"	"3.946497e-05"	"114792"
"54807"	"1"	"1"	"4.021102e-02"	"54807"
"57571"	"1"	"1"	"1.096176e-12"	"57571"
"5373"	"1"	"1"	"1.368573e-01"	"5373"
"653784"	"1"	"1"	"2.155889e-01"	"653784"
"339229"	"1"	"1"	"2.829843e-04"	"339229"
"7162"	"1"	"1"	"1.525666e-04"	"7162"
"28514"	"1"	"1"	"2.047843e-01"	"28514"
"91782"	"1"	"1"	"2.164437e-01"	"91782"
"6908"	"1"	"1"	"1.876755e-03"	"6908"
"10846"	"1"	"1"	"3.344657e-06"	"10846"
"84665"	"1"	"1"	"1.820264e-03"	"84665"
"54505"	"1"	"1"	"2.501796e-07"	"54505"
"284656"	"1"	"1"	"3.419195e-01"	"284656"
"10095"	"1"	"1"	"1.556439e-03"	"10095"
"255394"	"1"	"1"	"6.327692e-08"	"255394"
"376940"	"1"	"1"	"3.250787e-02"	"376940"
"58475"	"1"	"1"	"1.738942e-01"	"58475"
"6491"	"1"	"1"	"9.410073e-04"	"6491"
"9215"	"1"	"1"	"4.154689e-04"	"9215"
"57664"	"1"	"1"	"6.498368e-02"	"57664"
"56128"	"1"	"1"	"2.143902e-01"	"56128"
"27131"	"1"	"1"	"1.566571e-01"	"27131"
"7581"	"1"	"1"	"1.217961e-04"	"7581"
"3065"	"1"	"1"	"4.390528e-01"	"3065"
"22916"	"1"	"1"	"2.394701e-04"	"22916"
"100506585"	"1"	"1"	"3.649826e-01"	"100506585"
"65992"	"1"	"1"	"2.427683e-01"	"65992"
"5716"	"1"	"1"	"6.781586e-05"	"5716"
"200316"	"1"	"1"	"2.948271e-01"	"200316"
"4363"	"1"	"1"	"3.311838e-03"	"4363"
"283212"	"1"	"1"	"3.983535e-01"	"283212"
"124995"	"1"	"1"	"1.059634e-03"	"124995"
"126364"	"1"	"1"	"1.470891e-03"	"126364"
"389332"	"1"	"1"	"4.758087e-01"	"389332"
"100652768"	"1"	"1"	"2.711021e-07"	"100652768"
"79919"	"1"	"1"	"4.230629e-01"	"79919"
"51599"	"1"	"1"	"3.363147e-01"	"51599"
"254122"	"1"	"1"	"3.153915e-01"	"254122"
"54915"	"1"	"1"	"4.672888e-02"	"54915"
"8723"	"1"	"1"	"5.919067e-08"	"8723"
"54457"	"1"	"1"	"1.722942e-01"	"54457"
"3350"	"1"	"1"	"4.016840e-01"	"3350"
"116511"	"1"	"1"	"3.725974e-01"	"116511"
"51371"	"1"	"1"	"1.729412e-01"	"51371"
"374986"	"1"	"1"	"1.405678e-05"	"374986"
"40"	"1"	"1"	"3.153297e-01"	"40"
"146434"	"1"	"1"	"2.492880e-01"	"146434"
"136895"	"1"	"1"	"2.574178e-03"	"136895"
"6617"	"1"	"1"	"1.785653e-05"	"6617"
"27099"	"1"	"1"	"7.298627e-04"	"27099"
"6632"	"1"	"1"	"3.746383e-04"	"6632"
"10569"	"1"	"1"	"7.227337e-09"	"10569"
"60386"	"1"	"1"	"8.585885e-03"	"60386"
"153364"	"1"	"1"	"1.619542e-01"	"153364"
"81875"	"1"	"1"	"1.455163e-01"	"81875"
"84570"	"1"	"1"	"1.731087e-01"	"84570"
"55687"	"1"	"1"	"1.795644e-03"	"55687"
"10616"	"1"	"1"	"4.110656e-01"	"10616"
"8660"	"1"	"1"	"4.196053e-01"	"8660"
"140686"	"1"	"1"	"2.859954e-01"	"140686"
"122616"	"1"	"1"	"2.746232e-05"	"122616"
"23366"	"1"	"1"	"1.236040e-01"	"23366"
"55152"	"1"	"1"	"1.381168e-02"	"55152"
"10769"	"1"	"1"	"5.006371e-05"	"10769"
"10985"	"1"	"1"	"1.115419e-01"	"10985"
"64285"	"1"	"1"	"2.059396e-06"	"64285"
"81844"	"1"	"1"	"5.976576e-03"	"81844"
"11343"	"1"	"1"	"1.510975e-03"	"11343"
"135293"	"1"	"1"	"1.044367e-04"	"135293"
"2147"	"1"	"1"	"3.698980e-01"	"2147"
"100652999"	"1"	"1"	"1.808226e-01"	"100652999"
"60684"	"1"	"1"	"8.364353e-03"	"60684"
"161424"	"1"	"1"	"4.556889e-01"	"161424"
"2671"	"1"	"1"	"1.494541e-04"	"2671"
"200205"	"1"	"1"	"2.952709e-01"	"200205"
"64225"	"1"	"1"	"4.147150e-01"	"64225"
"9894"	"1"	"1"	"1.960581e-03"	"9894"
"90843"	"1"	"1"	"3.618890e-03"	"90843"
"6205"	"1"	"1"	"2.336585e-03"	"6205"
"284004"	"1"	"1"	"5.916908e-04"	"284004"
"222698"	"1"	"1"	"6.972643e-03"	"222698"
"3433"	"1"	"1"	"6.465643e-03"	"3433"
"114801"	"1"	"1"	"7.710559e-05"	"114801"
"2222"	"1"	"1"	"4.394940e-01"	"2222"
"9133"	"1"	"1"	"2.184207e-14"	"9133"
"284716"	"1"	"1"	"2.416203e-01"	"284716"
"100506769"	"1"	"1"	"4.379315e-01"	"100506769"
"64342"	"1"	"1"	"9.459071e-07"	"64342"
"9095"	"1"	"1"	"6.955173e-03"	"9095"
"93974"	"1"	"1"	"3.316076e-04"	"93974"
"7138"	"1"	"1"	"6.840596e-02"	"7138"
"26226"	"1"	"1"	"1.739171e-01"	"26226"
"54465"	"1"	"1"	"2.378829e-06"	"54465"
"4784"	"1"	"1"	"4.848166e-03"	"4784"
"101928844"	"1"	"1"	"3.185053e-01"	"101928844"
"745"	"1"	"1"	"6.332153e-03"	"745"
"83874"	"1"	"1"	"4.021275e-01"	"83874"
"23186"	"1"	"1"	"1.942454e-06"	"23186"
"93624"	"1"	"1"	"1.114097e-01"	"93624"
"6777"	"1"	"1"	"1.874655e-01"	"6777"
"373"	"1"	"1"	"1.672712e-03"	"373"
"29107"	"1"	"1"	"6.525081e-08"	"29107"
"54830"	"1"	"1"	"3.063060e-01"	"54830"
"2673"	"1"	"1"	"5.560692e-03"	"2673"
"24139"	"1"	"1"	"5.921395e-02"	"24139"
"91179"	"1"	"1"	"3.147146e-03"	"91179"
"79622"	"1"	"1"	"8.242535e-03"	"79622"
"10245"	"1"	"1"	"2.885365e-01"	"10245"
"100287932"	"1"	"1"	"6.940373e-03"	"100287932"
"100303728"	"1"	"1"	"7.540857e-03"	"100303728"
"25809"	"1"	"1"	"3.360432e-01"	"25809"
"80724"	"1"	"1"	"1.223033e-03"	"80724"
"340390"	"1"	"1"	"3.247905e-04"	"340390"
"79651"	"1"	"1"	"7.699463e-05"	"79651"
"55707"	"1"	"1"	"5.600030e-03"	"55707"
"1030"	"1"	"1"	"1.151227e-03"	"1030"
"140836"	"1"	"1"	"2.351999e-01"	"140836"
"160364"	"1"	"1"	"3.947232e-01"	"160364"
"23264"	"1"	"1"	"2.463863e-01"	"23264"
"23390"	"1"	"1"	"4.258720e-06"	"23390"
"9732"	"1"	"1"	"1.946734e-01"	"9732"
"100131801"	"1"	"1"	"4.621928e-01"	"100131801"
"2934"	"1"	"1"	"6.194975e-10"	"2934"
"57862"	"1"	"1"	"8.099621e-03"	"57862"
"389792"	"1"	"1"	"3.059442e-04"	"389792"
"6993"	"1"	"1"	"3.965191e-01"	"6993"
"22794"	"1"	"1"	"1.624028e-03"	"22794"
"54468"	"1"	"1"	"4.327711e-05"	"54468"
"441355"	"1"	"1"	"1.738618e-01"	"441355"
"3841"	"1"	"1"	"3.054340e-01"	"3841"
"120526"	"1"	"1"	"4.716866e-07"	"120526"
"79955"	"1"	"1"	"2.685200e-01"	"79955"
"80758"	"1"	"1"	"3.522325e-01"	"80758"
"56126"	"1"	"1"	"4.600731e-03"	"56126"
"113189"	"1"	"1"	"3.423319e-01"	"113189"
"7453"	"1"	"1"	"5.664171e-02"	"7453"
"22986"	"1"	"1"	"2.298133e-01"	"22986"
"283687"	"1"	"1"	"3.561618e-01"	"283687"
"5110"	"1"	"1"	"4.689308e-01"	"5110"
"8659"	"1"	"1"	"7.401768e-03"	"8659"
"23214"	"1"	"1"	"5.419556e-05"	"23214"
"7322"	"1"	"1"	"1.890695e-01"	"7322"
"79675"	"1"	"1"	"4.677511e-03"	"79675"
"9295"	"1"	"1"	"2.529559e-01"	"9295"
"100996419"	"1"	"1"	"1.556053e-03"	"100996419"
"401320"	"1"	"1"	"8.574541e-06"	"401320"
"399818"	"1"	"1"	"8.443896e-03"	"399818"
"221044"	"1"	"1"	"2.038559e-04"	"221044"
"440356"	"1"	"1"	"2.982808e-01"	"440356"
"4221"	"1"	"1"	"1.701667e-01"	"4221"
"7094"	"1"	"1"	"1.099925e-02"	"7094"
"322"	"1"	"1"	"2.697684e-01"	"322"
"4745"	"1"	"1"	"4.798693e-01"	"4745"
"58158"	"1"	"1"	"4.509322e-01"	"58158"
"57677"	"1"	"1"	"2.004827e-02"	"57677"
"8139"	"1"	"1"	"1.949065e-01"	"8139"
"90592"	"1"	"1"	"1.977292e-01"	"90592"
"100507537"	"1"	"1"	"3.353834e-04"	"100507537"
"79841"	"1"	"1"	"7.144571e-05"	"79841"
"51117"	"1"	"1"	"6.432232e-03"	"51117"
"55914"	"1"	"1"	"3.463311e-01"	"55914"
"84698"	"1"	"1"	"4.689308e-01"	"84698"
"10962"	"1"	"1"	"2.282330e-04"	"10962"
"84722"	"1"	"1"	"8.507466e-02"	"84722"
"54957"	"1"	"1"	"5.016116e-05"	"54957"
"286177"	"1"	"1"	"3.388612e-01"	"286177"
"63977"	"1"	"1"	"3.216943e-01"	"63977"
"5969"	"1"	"1"	"2.339112e-01"	"5969"
"84065"	"1"	"1"	"7.222592e-04"	"84065"
"25987"	"1"	"1"	"2.920221e-06"	"25987"
"3360"	"1"	"1"	"4.762005e-01"	"3360"
"3543"	"1"	"1"	"4.677989e-03"	"3543"
"4285"	"1"	"1"	"1.938239e-01"	"4285"
"283899"	"1"	"1"	"3.343707e-04"	"283899"
"23753"	"1"	"1"	"1.912228e-05"	"23753"
"79022"	"1"	"1"	"2.281417e-02"	"79022"
"3021"	"1"	"1"	"5.160136e-06"	"3021"
"253982"	"1"	"1"	"1.752350e-01"	"253982"
